Season,Match,Team,Opponent,Team Rating,Rating Change,Goals,Goals Allowed,Shots,Assists,Saves,xG,Covr Rate,Save Percent,Yellow Cards,Red Cards,Time
7,272,TOE,VSH,28.67,0.0,5,0,0,0,0,2.58,0.0,0.0,0,0,Forfeit
7,272,VSH,TOE,51.22,0.0,0,5,0,0,0,5.17,0.0,0.0,0,0,Forfeit
7,273,RFT,HFC,94.06,-1.16,5,3,17,3,4,6.69,0.29,0.57,0,0,Final
7,273,HFC,RFT,57.21,3.06,3,5,7,1,12,3.29,0.43,0.71,1,0,Final
7,274,LBJ,TGS,22.56,2.23,4,9,8,1,10,2.06,0.5,0.53,0,0,Final
7,274,TGS,LBJ,63.2,-2.17,9,4,19,6,4,7.66,0.47,0.5,0,0,Final
7,275,NPC,NFC,99.24,0.48,4,0,15,4,9,2.98,0.27,1.0,0,0,Final
7,275,NFC,NPC,64.17,-11.11,0,4,9,0,11,1.26,0.0,0.73,0,0,Final
7,276,VBF,GFC,24.81,-3.7,2,11,7,2,0,2.31,0.29,0.0,0,0,Final
7,276,GFC,VBF,71.31,10.32,11,2,11,2,5,8.37,1.0,0.71,1,0,Final
7,277,TOE,HFC,29.65,0.6,2,1,9,1,6,2.53,0.22,0.86,0,0,Final
7,277,HFC,TOE,47.98,-6.82,1,2,7,1,7,4.5,0.14,0.78,0,0,Final
7,278,LBJ,VSH,22.25,0.0,5,0,0,0,0,1.86,0.0,0.0,0,0,Forfeit
7,278,VSH,LBJ,49.84,0.0,0,5,0,0,0,5.46,0.0,0.0,0,0,Forfeit
7,279,EGG,VBF,52.46,9.86,8,2,23,4,10,7.49,0.35,0.83,1,0,Final
7,279,VBF,EGG,22.98,-1.42,2,8,12,1,15,2.56,0.17,0.65,0,0,Final
7,280,GFC,NFC,72.2,2.16,2,1,10,2,8,2.51,0.2,0.89,0,0,Final
7,280,NFC,GFC,58.7,-1.27,1,2,9,1,8,1.98,0.11,0.8,0,0,Final
7,281,TGS,RFT,65.19,6.83,7,7,12,1,10,4.81,0.58,0.59,0,0,Final
7,281,RFT,TGS,90.26,-4.09,7,7,17,2,5,7.63,0.41,0.42,0,0,Final
